Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType_New_Visitor,VisitorType_Returning_Visitor,VisitorType_Other,Weekend,Revenue
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,2,10,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,11,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,9,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,5,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,3,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,3,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,3,5,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,15,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,20,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,1,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,2,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,2,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,15,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,15,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,3,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,2,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,5,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,6,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,6,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,6,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,7,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,8,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,1,9,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,1,8,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,10,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,10,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,10,3,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,10,5,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,13,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,2,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,3,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,4,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,5,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,6,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,6,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,6,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,6,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,7,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,7,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,8,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,2,9,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,1,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,1,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,4,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,5,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,5,6,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,2,5,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,2,19,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,15,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,15,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,3,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,4,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,4,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,6,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,7,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,8,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,9,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,2,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,3,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,3,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,3,4,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,3,6,2,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,4,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,4,1,1,5,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,4,2,1,11,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,4,2,3,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,6,2,3,5,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,5,6,7,3,15,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,1,1,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,1,1,9,5,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,1,8,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,1,8,3,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,4,3,4,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,4,9,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,3,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,6,3,2,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,1,1,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,7,1,1,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,1,1,3,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,7,2,2,4,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,2,4,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,1,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,4,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,7,3,2,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,8,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,2,2,1,4,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,8,2,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,2,5,7,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,3,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,8,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,3,2,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,3,3,2,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,9,1,1,2,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,9,1,8,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,9,2,2,1,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,9,2,2,6,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,9,2,4,4,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,9,4,1,2,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,2,2,4,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,2,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,1,1,4,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,1,2,3,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,2,5,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,3,2,3,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.2,5,3,2,6,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,2,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,2,2,2,3,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,2,2,4,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,1,1,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,1,1,7,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,1,8,7,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,2,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,2,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,2,4,6,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.4,5,3,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,2,2,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,2,2,2,5,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,2,3,2,3,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,2,4,2,1,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,1,1,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,1,1,7,3,1,0,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,1,2,3,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,2,4,7,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,3,2,1,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.6,5,3,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,2,1,1,1,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0.8,2,1,1,2,3,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,2,2,2,2,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,2,1,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,2,1,11,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,2,3,1,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,2,3,13,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,2,4,1,6,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,3,2,1,2,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0.8,5,4,1,1,4,0,1,0,0,0
0,0,0,0,1,0,0.2,0.2,0,1,2,1,1,1,3,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,1,5,1,1,1,2,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,1,5,1,1,4,1,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,1,5,3,2,7,6,0,1,0,1,0
0,0,0,0,1,0,0.2,0.2,0,1,5,4,1,2,3,0,1,0,1,0
0,0,0,0,1,0.5,0,0.066666667,0,0,12,2,2,4,13,0,1,0,0,0
0,0,0,0,1,1,0,0.1,0,0,3,2,2,2,1,0,1,0,0,0
0,0,0,0,1,10,0,0.1,0,0,3,3,2,3,9,0,1,0,1,0
0,0,0,0,1,104,0,0.1,0,0,12,2,6,4,1,0,1,0,0,0
0,0,0,0,1,11,0,0.1,0,0,12,1,1,3,1,0,1,0,0,0
0,0,0,0,1,11,0,0.1,0,0,12,2,2,1,10,0,0,1,0,0
0,0,0,0,1,1195.8,0,0,0,0,8,2,2,7,13,0,1,0,0,0
0,0,0,0,1,12,0,0.1,0,0,5,1,1,4,1,0,1,0,1,0
0,0,0,0,1,13,0,0.05,0,0,5,3,2,1,3,1,0,0,0,0
0,0,0,0,1,13,0,0.1,0,0,3,2,2,3,1,0,1,0,0,0
0,0,0,0,1,1364,0,0.1,0,0,5,3,2,4,4,0,1,0,0,0
0,0,0,0,1,14,0,0.1,0,0.8,5,2,2,3,3,0,1,0,0,0
0,0,0,0,1,15.6,0,0,47.7917708,0,9,1,1,6,3,1,0,0,0,1
0,0,0,0,1,19.2,0,0.1,0,0,8,1,1,1,1,0,1,0,1,0
0,0,0,0,1,207.5702479,0,0.007936508,0,0,10,2,2,1,5,0,1,0,0,0
0,0,0,0,1,24,0,0.1,0,0,5,1,1,4,3,0,1,0,1,0
0,0,0,0,1,24.5,0,0.1,0,0,12,2,4,3,1,0,1,0,0,0
0,0,0,0,1,27.2,0,0,58.37208988,0,11,2,2,4,20,0,1,0,0,1
0,0,0,0,1,318.5,0.166666667,0.171428571,0,0,12,3,2,2,1,0,1,0,0,0
0,0,0,0,1,340.2,0.066666667,0.075,0,0,5,1,1,3,2,0,1,0,1,0
0,0,0,0,1,343,0,0.066666667,0,0,11,2,2,4,3,0,0,1,0,0
0,0,0,0,1,35.25,0,0.066666667,0,0,11,1,1,3,2,0,1,0,0,0
0,0,0,0,1,36,0,0.066666667,0,0,3,3,2,6,2,0,1,0,1,0
0,0,0,0,1,381.8,0.1,0.133333333,0,0,6,3,2,1,4,0,1,0,0,0
0,0,0,0,1,39.5,0,0.1,0,0,12,1,2,1,2,0,1,0,0,0
0,0,0,0,1,40,0,0.1,0,0,3,3,2,1,10,0,1,0,0,0
0,0,0,0,1,41.5,0.133333333,0.15,0,0,12,3,2,3,1,0,1,0,1,0
0,0,0,0,1,43,0,0.1,0,0,5,3,2,8,2,0,1,0,0,0
0,0,0,0,1,48.5,0,0.1,0,0,11,1,1,1,3,0,0,1,0,0
0,0,0,0,1,487,0,0.1,0,0,11,1,1,4,10,0,1,0,1,0
0,0,0,0,1,504,0,0.1,0,0,5,1,1,3,3,0,1,0,0,0
0,0,0,0,1,51,0,0.1,0,0,5,3,2,3,3,0,1,0,0,0
0,0,0,0,1,56.5,0,0.1,0,0,11,2,2,3,3,0,1,0,0,0
0,0,0,0,1,61,0,0.1,0,0,3,3,2,4,15,0,1,0,1,0
0,0,0,0,1,612,0,0.1,0,0,5,1,1,1,3,0,1,0,0,0
0,0,0,0,1,643,0.133333333,0.15,0,0,5,2,2,1,5,0,1,0,0,0
0,0,0,0,1,67,0.1,0.133333333,0,0,3,3,3,1,3,0,1,0,0,0
0,0,0,0,1,68,0,0.1,0,0,5,2,2,3,2,0,1,0,0,0
0,0,0,0,1,695.5,0,0.1,0,0,11,2,2,4,1,0,1,0,0,0
0,0,0,0,1,70.5,0,0.1,0,0,11,2,10,1,3,0,1,0,0,0
0,0,0,0,1,8,0,0,0,0,9,2,2,2,1,0,1,0,0,0
0,0,0,0,10,0,0.2,0.2,0,0.8,5,3,2,2,13,0,1,0,0,0
0,0,0,0,10,1010,0.022222222,0.044444444,0,0,3,2,2,1,1,0,1,0,0,0
0,0,0,0,10,103,0.02,0.036666667,0,0,5,2,2,1,6,0,1,0,0,0
0,0,0,0,10,1038.333333,0,0.008333333,0,0.6,5,2,2,4,1,0,1,0,0,0
0,0,0,0,10,105.6166667,0.022222222,0.048148148,0,0,11,1,1,3,2,0,1,0,0,0
0,0,0,0,10,108,0.04,0.074,0,0.2,5,1,8,1,19,0,1,0,0,0
0,0,0,0,10,108.9166667,0.02,0.04,0,0,11,2,4,1,10,0,1,0,0,0
0,0,0,0,10,109.1666667,0,0.016666667,0,0,11,3,2,1,3,0,1,0,0,0
0,0,0,0,10,111,0,0.02,0,0,3,2,4,7,3,0,1,0,0,0
0,0,0,0,10,111.4166667,0,0.025,0,0,5,2,2,1,2,0,1,0,0,0
0,0,0,0,10,1186.6,0.02,0.08,0,0,8,2,5,1,3,0,1,0,0,0
0,0,0,0,10,122.1666667,0,0.02,0,0,11,1,1,1,5,1,0,0,1,0
0,0,0,0,10,122.8,0.11,0.133333333,0,0,7,3,2,3,13,0,1,0,0,0
0,0,0,0,10,123,0,0.02,0,0,5,2,2,3,3,0,1,0,0,0
0,0,0,0,10,126.8333333,0.04,0.06,0,0,5,2,5,1,1,0,1,0,0,0
0,0,0,0,10,127.5,0,0.02,0,0,3,3,2,1,10,0,1,0,0,0
0,0,0,0,10,127.75,0.053333333,0.075,0,0,5,1,1,2,3,0,1,0,0,0
0,0,0,0,10,130.1666667,0.055555556,0.083333333,26.66133333,0,3,3,2,1,8,0,1,0,0,0
0,0,0,0,10,130.5,0.02,0.1,0,0,12,2,2,7,3,0,1,0,0,0
0,0,0,0,10,130.75,0.04,0.076666667,0,0,11,3,2,1,3,0,1,0,0,0
0,0,0,0,10,133.8333333,0,0.020779221,0,0.4,5,3,2,4,13,0,1,0,0,0
0,0,0,0,10,139.7083333,0,0.02,0,0,3,2,2,1,2,0,1,0,0,0
0,0,0,0,10,140,0.04,0.07,0,0.8,5,1,8,3,1,0,1,0,0,0
0,0,0,0,10,145.04,0,0.023333333,0,0,11,4,2,4,1,0,1,0,0,0
0,0,0,0,10,146.7666667,0,0.002272727,0,0,5,2,4,1,1,0,1,0,0,0
0,0,0,0,10,146.9166667,0.06,0.085,0,0,11,3,2,4,13,0,1,0,1,0
0,0,0,0,10,148.5,0.09,0.096666667,0,0.4,5,1,1,1,2,0,1,0,0,0
0,0,0,0,10,149.6,0.02,0.04,0,0.6,5,2,2,2,2,0,1,0,0,0
0,0,0,0,10,150.8666667,0,0.02,0,0,9,1,1,6,2,0,1,0,0,0
0,0,0,0,10,153,0.02,0.04,0,0,3,1,1,4,1,0,1,0,1,0
0,0,0,0,10,154.5,0,0.01,0,0.2,5,2,2,3,13,1,0,0,0,0
0,0,0,0,10,155.9,0.02,0.04,0,0,7,2,2,6,20,0,1,0,0,0
0,0,0,0,10,158.3666667,0,0,54.9950922,0,7,2,2,1,1,0,1,0,0,1
0,0,0,0,10,158.75,0,0.02,0,0,11,2,2,1,2,0,1,0,0,0
0,0,0,0,10,165,0.03,0.046666667,0,0,11,1,1,1,2,0,1,0,1,1
0,0,0,0,10,1656.666667,0.06,0.1,0,0,3,4,2,1,3,0,1,0,0,0
0,0,0,0,10,166.1666667,0,0.05,0,0,12,2,2,1,2,0,1,0,0,0
0,0,0,0,10,1678.333333,0,0.02,0,0,11,2,2,1,2,0,1,0,0,0
0,0,0,0,10,170,0.04,0.1,0,0,5,2,2,6,3,0,1,0,0,0
